label,word,syllable,phon_stress,sidx,sN,syl_pos,syl_open_closed,corpus
ɵ,ум.сӑ.'мах,сӑ,0,2,3,med,open,zheltov
a,ум.сӑ.'мах,'мах,1,3,3,final,closed,zheltov
u,ум.'сум,ум,0,1,2,initial,closed,zheltov
u,ум.'сум,'сум,1,2,2,final,closed,zheltov
u,ум.'хыҫ,ум,0,1,2,initial,closed,zheltov
ʉ,ум.'хыҫ,'хыҫ,1,2,2,final,closed,zheltov
u,ум.лӑ.'хыҫ.лӑ,ум,0,1,4,initial,closed,zheltov
ɵ,ум.лӑ.'хыҫ.лӑ,лӑ,0,2,4,med,open,zheltov
ʉ,ум.лӑ.'хыҫ.лӑ,'хыҫ,1,3,4,med,closed,zheltov
ɵ,ум.лӑ.'хыҫ.лӑ,лӑ,0,4,4,final,open,zheltov
u,ум.лӑн.'хыҫ.лӑн,ум,0,1,4,initial,closed,zheltov
ɵ,ум.лӑн.'хыҫ.лӑн,лӑн,0,2,4,med,closed,zheltov
ʉ,ум.лӑн.'хыҫ.лӑн,'хыҫ,1,3,4,med,closed,zheltov
ɵ,ум.лӑн.'хыҫ.лӑн,лӑн,0,4,4,final,closed,zheltov
u,ум.сӑр.'сум.сӑр,ум,0,1,4,initial,closed,zheltov
ɵ,ум.сӑр.'сум.сӑр,сӑр,0,2,4,med,closed,zheltov
u,ум.сӑр.'сум.сӑр,'сум,1,3,4,med,closed,zheltov
ɵ,ум.сӑр.'сум.сӑр,сӑр,0,4,4,final,closed,zheltov
u,у.мы.валь.'ник,у,0,1,4,initial,open,zheltov
ʉ,у.мы.валь.'ник,мы,0,2,4,med,open,zheltov
a,у.мы.валь.'ник,валь,0,3,4,med,closed,zheltov
i,у.мы.валь.'ник,'ник,1,4,4,final,closed,zheltov
u,'ун,'ун,1,1,1,initial_final,closed,zheltov
u,ун.'кун,ун,0,1,2,initial,closed,zheltov
u,ун.'кун,'кун,1,2,2,final,closed,zheltov
u,у.'на,у,0,1,2,initial,open,zheltov
a,у.'на,'на,1,2,2,final,open,zheltov
u,у.'наҫ,у,0,1,2,initial,open,zheltov
a,у.'наҫ,'наҫ,1,2,2,final,closed,zheltov
u,у.'нав.лӑх,у,0,1,3,initial,open,zheltov
a,у.'нав.лӑх,'нав,1,2,3,med,closed,zheltov
ɵ,у.'нав.лӑх,лӑх,0,3,3,final,closed,zheltov
u,у.на.'лан,у,0,1,3,initial,open,zheltov
a,у.на.'лан,на,0,2,3,med,open,zheltov
a,у.на.'лан,'лан,1,3,3,final,closed,zheltov
u,у.'нан,у,0,1,2,initial,open,zheltov
a,у.'нан,'нан,1,2,2,final,closed,zheltov
u,у.нат.'тар,у,0,1,3,initial,open,zheltov
a,у.нат.'тар,нат,0,2,3,med,closed,zheltov
a,у.нат.'тар,'тар,1,3,3,final,closed,zheltov
u,у.'на.чӑ,у,0,1,3,initial,open,zheltov
a,у.'на.чӑ,'на,1,2,3,med,open,zheltov
ɵ,у.'на.чӑ,чӑ,0,3,3,final,open,zheltov
u,у.'нел.нӗ,у,0,1,3,initial,open,zheltov
e,у.'нел.нӗ,'нел,1,2,3,med,closed,zheltov
ø,у.'нел.нӗ,нӗ,0,3,3,final,open,zheltov
u,у.нел.нӗ.'ку.рӑк,у,0,1,5,initial,open,zheltov
e,у.нел.нӗ.'ку.рӑк,нел,0,2,5,med,closed,zheltov
ø,у.нел.нӗ.'ку.рӑк,нӗ,0,3,5,med,open,zheltov
u,у.нел.нӗ.'ку.рӑк,'ку,1,4,5,med,open,zheltov
ɵ,у.нел.нӗ.'ку.рӑк,рӑк,0,5,5,final,closed,zheltov
u,у.'ни,у,0,1,2,initial,open,zheltov
i,у.'ни,'ни,1,2,2,final,open,zheltov
u,у.ни.ку.'ни,у,0,1,4,initial,open,zheltov
i,у.ни.ку.'ни,ни,0,2,4,med,open,zheltov
u,у.ни.ку.'ни,ку,0,3,4,med,open,zheltov
i,у.ни.ку.'ни,'ни,1,4,4,final,open,zheltov
u,у.ни.вер.'сал,у,0,1,4,initial,open,zheltov
i,у.ни.вер.'сал,ни,0,2,4,med,open,zheltov
e,у.ни.вер.'сал,вер,0,3,4,med,closed,zheltov
a,у.ни.вер.'сал,'сал,1,4,4,final,closed,zheltov
u,у.ни.вер.'сал.лӑ,у,0,1,5,initial,open,zheltov
i,у.ни.вер.'сал.лӑ,ни,0,2,5,med,open,zheltov
e,у.ни.вер.'сал.лӑ,вер,0,3,5,med,closed,zheltov
a,у.ни.вер.'сал.лӑ,'сал,1,4,5,med,closed,zheltov
ɵ,у.ни.вер.'сал.лӑ,лӑ,0,5,5,final,open,zheltov
u,у.ни.вер.'сам,у,0,1,4,initial,open,zheltov
i,у.ни.вер.'сам,ни,0,2,4,med,open,zheltov
e,у.ни.вер.'сам,вер,0,3,4,med,closed,zheltov
a,у.ни.вер.'сам,'сам,1,4,4,final,closed,zheltov
u,у.ни.вер.си.'тет,у,0,1,5,initial,open,zheltov
i,у.ни.вер.си.'тет,ни,0,2,5,med,open,zheltov
e,у.ни.вер.си.'тет,вер,0,3,5,med,closed,zheltov
i,у.ни.вер.си.'тет,си,0,4,5,med,open,zheltov
e,у.ни.вер.си.'тет,'тет,1,5,5,final,closed,zheltov
u,у.ни.'тар.лӑ,у,0,1,4,initial,open,zheltov
i,у.ни.'тар.лӑ,ни,0,2,4,med,open,zheltov
a,у.ни.'тар.лӑ,'тар,1,3,4,med,closed,zheltov
ɵ,у.ни.'тар.лӑ,лӑ,0,4,4,final,open,zheltov
u,у.ни.'че,у,0,1,3,initial,open,zheltov
i,у.ни.'че,ни,0,2,3,med,open,zheltov
e,у.ни.'че,'че,1,3,3,final,open,zheltov
u,ун.'кай,ун,0,1,2,initial,closed,zheltov
a,ун.'кай,'кай,1,2,2,final,closed,zheltov
u,ун.кай.'ла,ун,0,1,3,initial,closed,zheltov
a,ун.кай.'ла,кай,0,2,3,med,closed,zheltov
a,ун.кай.'ла,'ла,1,3,3,final,open,zheltov
u,ун.'кай.лӑ,ун,0,1,3,initial,closed,zheltov
a,ун.'кай.лӑ,'кай,1,2,3,med,closed,zheltov
ɵ,ун.'кай.лӑ,лӑ,0,3,3,final,open,zheltov
u,'ун.кӑ,'ун,1,1,2,initial,closed,zheltov
ɵ,'ун.кӑ,кӑ,0,2,2,final,open,zheltov
u,ун.кӑ.'ла,ун,0,1,3,initial,closed,zheltov
ɵ,ун.кӑ.'ла,кӑ,0,2,3,med,open,zheltov
a,ун.кӑ.'ла,'ла,1,3,3,final,open,zheltov
u,ун.кӑ.'лан,ун,0,1,3,initial,closed,zheltov
ɵ,ун.кӑ.'лан,кӑ,0,2,3,med,open,zheltov
a,ун.кӑ.'лан,'лан,1,3,3,final,closed,zheltov
u,ун.кӑ.лат.'тар,ун,0,1,4,initial,closed,zheltov
ɵ,ун.кӑ.лат.'тар,кӑ,0,2,4,med,open,zheltov
a,ун.кӑ.лат.'тар,лат,0,3,4,med,closed,zheltov
a,ун.кӑ.лат.'тар,'тар,1,4,4,final,closed,zheltov
u,'ун.кӑл.лӑ,'ун,1,1,3,initial,closed,zheltov
ɵ,'ун.кӑл.лӑ,кӑл,0,2,3,med,closed,zheltov
ɵ,'ун.кӑл.лӑ,лӑ,0,3,3,final,open,zheltov
u,ун.кӑн.'ун.кӑн,ун,0,1,4,initial,closed,zheltov
ɵ,ун.кӑн.'ун.кӑн,кӑн,0,2,4,med,closed,zheltov
u,ун.кӑн.'ун.кӑн,'ун,1,3,4,med,closed,zheltov
ɵ,ун.кӑн.'ун.кӑн,кӑн,0,4,4,final,closed,zheltov
u,ун.'па,ун,0,1,2,initial,closed,zheltov
a,ун.'па,'па,1,2,2,final,open,zheltov
u,'ун.сӑ.рӑн,'ун,1,1,3,initial,closed,zheltov
ɵ,'ун.сӑ.рӑн,сӑ,0,2,3,med,open,zheltov
ɵ,'ун.сӑ.рӑн,рӑн,0,3,3,final,closed,zheltov
u,'унт,'унт,1,1,1,initial_final,closed,zheltov
u,ун.'та,ун,0,1,2,initial,closed,zheltov
a,ун.'та,'та,1,2,2,final,open,zheltov
u,ун.та.кун.'та,ун,0,1,4,initial,closed,zheltov
a,ун.та.кун.'та,та,0,2,4,med,open,zheltov
u,ун.та.кун.'та,кун,0,3,4,med,closed,zheltov
a,ун.та.кун.'та,'та,1,4,4,final,open,zheltov
u,ун.тал.'ла,ун,0,1,3,initial,closed,zheltov
a,ун.тал.'ла,тал,0,2,3,med,closed,zheltov
a,ун.тал.'ла,'ла,1,3,3,final,open,zheltov
u,ун.тал.ла.кун.тал.'ла,ун,0,1,6,initial,closed,zheltov
a,ун.тал.ла.кун.тал.'ла,тал,0,2,6,med,closed,zheltov
a,ун.тал.ла.кун.тал.'ла,ла,0,3,6,med,open,zheltov
u,ун.тал.ла.кун.тал.'ла,кун,0,4,6,med,closed,zheltov
a,ун.тал.ла.кун.тал.'ла,тал,0,5,6,med,closed,zheltov
a,ун.тал.ла.кун.тал.'ла,'ла,1,6,6,final,open,zheltov
u,ун.'тан,ун,0,1,2,initial,closed,zheltov
a,ун.'тан,'тан,1,2,2,final,closed,zheltov
u,ун.тан.кун.'тан,ун,0,1,4,initial,closed,zheltov
a,ун.тан.кун.'тан,тан,0,2,4,med,closed,zheltov
u,ун.тан.кун.'тан,кун,0,3,4,med,closed,zheltov
a,ун.тан.кун.'тан,'тан,1,4,4,final,closed,zheltov
u,ун.'тер,ун,0,1,2,initial,closed,zheltov
e,ун.'тер,'тер,1,2,2,final,closed,zheltov
u,унч.чен.'хи,унч,0,1,3,initial,closed,zheltov
e,унч.чен.'хи,чен,0,2,3,med,closed,zheltov
i,унч.чен.'хи,'хи,1,3,3,final,open,zheltov
u,у.'па,у,0,1,2,initial,open,zheltov
a,у.'па,'па,1,2,2,final,open,zheltov
u,у.па.'каш.кӑр,у,0,1,4,initial,open,zheltov
a,у.па.'каш.кӑр,па,0,2,4,med,open,zheltov
a,у.па.'каш.кӑр,'каш,1,3,4,med,closed,zheltov
ɵ,у.па.'каш.кӑр,кӑр,0,4,4,final,closed,zheltov
u,у.па.'лен,у,0,1,3,initial,open,zheltov
a,у.па.'лен,па,0,2,3,med,open,zheltov
e,у.па.'лен,'лен,1,3,3,final,closed,zheltov
u,у.па.лен.'тер,у,0,1,4,initial,open,zheltov
a,у.па.лен.'тер,па,0,2,4,med,open,zheltov
e,у.па.лен.'тер,лен,0,3,4,med,closed,zheltov
e,у.па.лен.'тер,'тер,1,4,4,final,closed,zheltov
u,у.пал.'ла,у,0,1,3,initial,open,zheltov
a,у.пал.'ла,пал,0,2,3,med,closed,zheltov
a,у.пал.'ла,'ла,1,3,3,final,open,zheltov
u,у.па.'мас,у,0,1,3,initial,open,zheltov
a,у.па.'мас,па,0,2,3,med,open,zheltov
a,у.па.'мас,'мас,1,3,3,final,closed,zheltov
u,у.пӑл.'ча,у,0,1,3,initial,open,zheltov
ɵ,у.пӑл.'ча,пӑл,0,2,3,med,closed,zheltov
a,у.пӑл.'ча,'ча,1,3,3,final,open,zheltov
u,'у.пӑрч,'у,1,1,2,initial,open,zheltov
ɵ,'у.пӑрч,пӑрч,0,2,2,final,closed,zheltov
u,у.пӑ.'те,у,0,1,3,initial,open,zheltov
ɵ,у.пӑ.'те,пӑ,0,2,3,med,open,zheltov
e,у.пӑ.'те,'те,1,3,3,final,open,zheltov
u,у.пӑ.те.'лен,у,0,1,4,initial,open,zheltov
ɵ,у.пӑ.те.'лен,пӑ,0,2,4,med,open,zheltov
e,у.пӑ.те.'лен,те,0,3,4,med,open,zheltov
e,у.пӑ.те.'лен,'лен,1,4,4,final,closed,zheltov
u,у.пӑ.тел.'ле,у,0,1,4,initial,open,zheltov
ɵ,у.пӑ.тел.'ле,пӑ,0,2,4,med,open,zheltov
e,у.пӑ.тел.'ле,тел,0,3,4,med,closed,zheltov
e,у.пӑ.тел.'ле,'ле,1,4,4,final,open,zheltov
u,у.пӑш.'ка,у,0,1,3,initial,open,zheltov
ɵ,у.пӑш.'ка,пӑш,0,2,3,med,closed,zheltov
a,у.пӑш.'ка,'ка,1,3,3,final,open,zheltov
u,у.пӑш.'ка.лӑх,у,0,1,4,initial,open,zheltov
ɵ,у.пӑш.'ка.лӑх,пӑш,0,2,4,med,closed,zheltov
a,у.пӑш.'ка.лӑх,'ка,1,3,4,med,open,zheltov
ɵ,у.пӑш.'ка.лӑх,лӑх,0,4,4,final,closed,zheltov
u,у.пӑш.'кал.лӑ,у,0,1,4,initial,open,zheltov
ɵ,у.пӑш.'кал.лӑ,пӑш,0,2,4,med,closed,zheltov
a,у.пӑш.'кал.лӑ,'кал,1,3,4,med,closed,zheltov
ɵ,у.пӑш.'кал.лӑ,лӑ,0,4,4,final,open,zheltov
u,у.пӑш.кал.лӑ.'а.рӑм.лӑ,у,0,1,7,initial,open,zheltov
ɵ,у.пӑш.кал.лӑ.'а.рӑм.лӑ,пӑш,0,2,7,med,closed,zheltov
a,у.пӑш.кал.лӑ.'а.рӑм.лӑ,кал,0,3,7,med,closed,zheltov
ɵ,у.пӑш.кал.лӑ.'а.рӑм.лӑ,лӑ,0,4,7,med,open,zheltov
a,у.пӑш.кал.лӑ.'а.рӑм.лӑ,'а,1,5,7,med,open,zheltov
ɵ,у.пӑш.кал.лӑ.'а.рӑм.лӑ,рӑм,0,6,7,med,closed,zheltov
ɵ,у.пӑш.кал.лӑ.'а.рӑм.лӑ,лӑ,0,7,7,final,open,zheltov
u,у.пи.су.'пи,у,0,1,4,initial,open,zheltov
i,у.пи.су.'пи,пи,0,2,4,med,open,zheltov
u,у.пи.су.'пи,су,0,3,4,med,open,zheltov
i,у.пи.су.'пи,'пи,1,4,4,final,open,zheltov
u,уп.люнк.'ка,уп,0,1,3,initial,closed,zheltov
u,уп.люнк.'ка,люнк,0,2,3,med,closed,zheltov
a,уп.люнк.'ка,'ка,1,3,3,final,open,zheltov
u,уп.'ра,уп,0,1,2,initial,closed,zheltov
a,уп.'ра,'ра,1,2,2,final,open,zheltov
u,уп.раҫ.'ҫи,уп,0,1,3,initial,closed,zheltov
a,уп.раҫ.'ҫи,раҫ,0,2,3,med,closed,zheltov
i,уп.раҫ.'ҫи,'ҫи,1,3,3,final,open,zheltov
u,уп.'рав,уп,0,1,2,initial,closed,zheltov
a,уп.'рав,'рав,1,2,2,final,closed,zheltov
u,уп.'рав.ҫӑ,уп,0,1,3,initial,closed,zheltov
a,уп.'рав.ҫӑ,'рав,1,2,3,med,closed,zheltov
ɵ,уп.'рав.ҫӑ,ҫӑ,0,3,3,final,open,zheltov
u,уп.ра.'ва,уп,0,1,3,initial,closed,zheltov
a,уп.ра.'ва,ра,0,2,3,med,open,zheltov
a,уп.ра.'ва,'ва,1,3,3,final,open,zheltov
u,уп.'рав.лӑн,уп,0,1,3,initial,closed,zheltov
a,уп.'рав.лӑн,'рав,1,2,3,med,closed,zheltov
ɵ,уп.'рав.лӑн,лӑн,0,3,3,final,closed,zheltov
u,уп.рав.ле.'ни,уп,0,1,4,initial,closed,zheltov
a,уп.рав.ле.'ни,рав,0,2,4,med,closed,zheltov
e,уп.рав.ле.'ни,ле,0,3,4,med,open,zheltov
i,уп.рав.ле.'ни,'ни,1,4,4,final,open,zheltov
u,уп.'рам,уп,0,1,2,initial,closed,zheltov
a,уп.'рам,'рам,1,2,2,final,closed,zheltov
u,уп.'ран,уп,0,1,2,initial,closed,zheltov
a,уп.'ран,'ран,1,2,2,final,closed,zheltov
u,уп.ра.'ну,уп,0,1,3,initial,closed,zheltov
a,уп.ра.'ну,ра,0,2,3,med,open,zheltov
u,уп.ра.'ну,'ну,1,3,3,final,open,zheltov
u,уп.'рат,уп,0,1,2,initial,closed,zheltov
a,уп.'рат,'рат,1,2,2,final,closed,zheltov
u,уп.рат.'тар,уп,0,1,3,initial,closed,zheltov
a,уп.рат.'тар,рат,0,2,3,med,closed,zheltov
a,уп.рат.'тар,'тар,1,3,3,final,closed,zheltov
u,уп.'рук,уп,0,1,2,initial,closed,zheltov
u,уп.'рук,'рук,1,2,2,final,closed,zheltov
u,у.'пус,у,0,1,2,initial,open,zheltov
u,у.'пус,'пус,1,2,2,final,closed,zheltov
u,уп.'шур,уп,0,1,2,initial,closed,zheltov
u,уп.'шур,'шур,1,2,2,final,closed,zheltov
u,уп.шур.'ла,уп,0,1,3,initial,closed,zheltov
u,уп.шур.'ла,шур,0,2,3,med,closed,zheltov
a,уп.шур.'ла,'ла,1,3,3,final,open,zheltov
u,уп.шур.'лан,уп,0,1,3,initial,closed,zheltov
u,уп.шур.'лан,шур,0,2,3,med,closed,zheltov
a,уп.шур.'лан,'лан,1,3,3,final,closed,zheltov
u,уп.шур.лан.'тар,уп,0,1,4,initial,closed,zheltov
u,уп.шур.лан.'тар,шур,0,2,4,med,closed,zheltov
a,уп.шур.лан.'тар,лан,0,3,4,med,closed,zheltov
a,уп.шур.лан.'тар,'тар,1,4,4,final,closed,zheltov
u,'ур,'ур,1,1,1,initial_final,closed,zheltov
u,'ур,'ур,1,1,1,initial_final,closed,zheltov
u,ур.'ҫа,ур,0,1,2,initial,closed,zheltov
a,ур.'ҫа,'ҫа,1,2,2,final,open,zheltov
u,у.'ра,у,0,1,2,initial,open,zheltov
a,у.'ра,'ра,1,2,2,final,open,zheltov
u,у.'ра,у,0,1,2,initial,open,zheltov
a,у.'ра,'ра,1,2,2,final,open,zheltov
u,у.раҫ.'ҫи,у,0,1,3,initial,open,zheltov
a,у.раҫ.'ҫи,раҫ,0,2,3,med,closed,zheltov
i,у.раҫ.'ҫи,'ҫи,1,3,3,final,open,zheltov
u,у.'ра.ҫӑ,у,0,1,3,initial,open,zheltov
a,у.'ра.ҫӑ,'ра,1,2,3,med,open,zheltov
ɵ,у.'ра.ҫӑ,ҫӑ,0,3,3,final,open,zheltov
u,у.рав.не.'ни,у,0,1,4,initial,open,zheltov
a,у.рав.не.'ни,рав,0,2,4,med,closed,zheltov
e,у.рав.не.'ни,не,0,3,4,med,open,zheltov
i,у.рав.не.'ни,'ни,1,4,4,final,open,zheltov
u,у.'рай,у,0,1,2,initial,open,zheltov
a,у.'рай,'рай,1,2,2,final,closed,zheltov
u,у.рай.мач.'ча,у,0,1,4,initial,open,zheltov
a,у.рай.мач.'ча,рай,0,2,4,med,closed,zheltov
a,у.рай.мач.'ча,мач,0,3,4,med,closed,zheltov
a,у.рай.мач.'ча,'ча,1,4,4,final,open,zheltov
u,у.'рай.лӑх,у,0,1,3,initial,open,zheltov
a,у.'рай.лӑх,'рай,1,2,3,med,closed,zheltov
ɵ,у.'рай.лӑх,лӑх,0,3,3,final,closed,zheltov
u,у.ра.'ла,у,0,1,3,initial,open,zheltov
a,у.ра.'ла,ра,0,2,3,med,open,zheltov
a,у.ра.'ла,'ла,1,3,3,final,open,zheltov
u,у.ра.'лан,у,0,1,3,initial,open,zheltov
a,у.ра.'лан,ра,0,2,3,med,open,zheltov
a,у.ра.'лан,'лан,1,3,3,final,closed,zheltov
u,у.ра.лан.'тар,у,0,1,4,initial,open,zheltov
a,у.ра.лан.'тар,ра,0,2,4,med,open,zheltov
a,у.ра.лан.'тар,лан,0,3,4,med,closed,zheltov
a,у.ра.лан.'тар,'тар,1,4,4,final,closed,zheltov
u,у.ра.'лаш,у,0,1,3,initial,open,zheltov
a,у.ра.'лаш,ра,0,2,3,med,open,zheltov
a,у.ра.'лаш,'лаш,1,3,3,final,closed,zheltov
u,у.'рал.лӑ,у,0,1,3,initial,open,zheltov
a,у.'рал.лӑ,'рал,1,2,3,med,closed,zheltov
ɵ,у.'рал.лӑ,лӑ,0,3,3,final,open,zheltov
u,у.'рам,у,0,1,2,initial,open,zheltov
a,у.'рам,'рам,1,2,2,final,closed,zheltov
u,у.'ран,у,0,1,2,initial,open,zheltov
a,у.'ран,'ран,1,2,2,final,closed,zheltov
u,у.ра.'па,у,0,1,3,initial,open,zheltov
a,у.ра.'па,ра,0,2,3,med,open,zheltov
a,у.ра.'па,'па,1,3,3,final,open,zheltov
u,у.ра.па.ҫар.'ма,у,0,1,5,initial,open,zheltov
a,у.ра.па.ҫар.'ма,ра,0,2,5,med,open,zheltov
a,у.ра.па.ҫар.'ма,па,0,3,5,med,open,zheltov
a,у.ра.па.ҫар.'ма,ҫар,0,4,5,med,closed,zheltov
a,у.ра.па.ҫар.'ма,'ма,1,5,5,final,open,zheltov
u,у.ра.па.ҫу.'на,у,0,1,5,initial,open,zheltov
a,у.ра.па.ҫу.'на,ра,0,2,5,med,open,zheltov
a,у.ра.па.ҫу.'на,па,0,3,5,med,open,zheltov
u,у.ра.па.ҫу.'на,ҫу,0,4,5,med,open,zheltov
a,у.ра.па.ҫу.'на,'на,1,5,5,final,open,zheltov
u,у.ра.па.тӑ.ран.'тас,у,0,1,6,initial,open,zheltov
a,у.ра.па.тӑ.ран.'тас,ра,0,2,6,med,open,zheltov
a,у.ра.па.тӑ.ран.'тас,па,0,3,6,med,open,zheltov
ɵ,у.ра.па.тӑ.ран.'тас,тӑ,0,4,6,med,open,zheltov
a,у.ра.па.тӑ.ран.'тас,ран,0,5,6,med,closed,zheltov
a,у.ра.па.тӑ.ран.'тас,'тас,1,6,6,final,closed,zheltov
u,у.ра.'па.лӑх,у,0,1,4,initial,open,zheltov
a,у.ра.'па.лӑх,ра,0,2,4,med,open,zheltov
a,у.ра.'па.лӑх,'па,1,3,4,med,open,zheltov
ɵ,у.ра.'па.лӑх,лӑх,0,4,4,final,closed,zheltov
u,у.ра.'пал.лӑ,у,0,1,4,initial,open,zheltov
a,у.ра.'пал.лӑ,ра,0,2,4,med,open,zheltov
a,у.ра.'пал.лӑ,'пал,1,3,4,med,closed,zheltov
ɵ,у.ра.'пал.лӑ,лӑ,0,4,4,final,open,zheltov
u,у.ра.'са,у,0,1,3,initial,open,zheltov
a,у.ра.'са,ра,0,2,3,med,open,zheltov
a,у.ра.'са,'са,1,3,3,final,open,zheltov
u,у.'ра.сӑр,у,0,1,3,initial,open,zheltov
a,у.'ра.сӑр,'ра,1,2,3,med,open,zheltov
ɵ,у.'ра.сӑр,сӑр,0,3,3,final,closed,zheltov
u,у.ра.сӑр.'лан,у,0,1,4,initial,open,zheltov
a,у.ра.сӑр.'лан,ра,0,2,4,med,open,zheltov
ɵ,у.ра.сӑр.'лан,сӑр,0,3,4,med,closed,zheltov
a,у.ра.сӑр.'лан,'лан,1,4,4,final,closed,zheltov
u,у.'ра.сӑр.лӑх,у,0,1,4,initial,open,zheltov
a,у.'ра.сӑр.лӑх,'ра,1,2,4,med,open,zheltov
ɵ,у.'ра.сӑр.лӑх,сӑр,0,3,4,med,closed,zheltov
ɵ,у.'ра.сӑр.лӑх,лӑх,0,4,4,final,closed,zheltov
u,у.ра.'та,у,0,1,3,initial,open,zheltov
a,у.ра.'та,ра,0,2,3,med,open,zheltov
a,у.ра.'та,'та,1,3,3,final,open,zheltov
u,'у.рӑ,'у,1,1,2,initial,open,zheltov
ɵ,'у.рӑ,рӑ,0,2,2,final,open,zheltov
u,'у.рӑл,'у,1,1,2,initial,open,zheltov
ɵ,'у.рӑл,рӑл,0,2,2,final,closed,zheltov
u,у.рӑл.'ла,у,0,1,3,initial,open,zheltov
ɵ,у.рӑл.'ла,рӑл,0,2,3,med,closed,zheltov
a,у.рӑл.'ла,'ла,1,3,3,final,open,zheltov
u,у.рӑл.'тар,у,0,1,3,initial,open,zheltov
ɵ,у.рӑл.'тар,рӑл,0,2,3,med,closed,zheltov
a,у.рӑл.'тар,'тар,1,3,3,final,closed,zheltov
u,у.рӑл.'тар.кӑч,у,0,1,4,initial,open,zheltov
ɵ,у.рӑл.'тар.кӑч,рӑл,0,2,4,med,closed,zheltov
a,у.рӑл.'тар.кӑч,'тар,1,3,4,med,closed,zheltov
ɵ,у.рӑл.'тар.кӑч,кӑч,0,4,4,final,closed,zheltov
u,у.рӑм.'су.рӑм,у,0,1,4,initial,open,zheltov
ɵ,у.рӑм.'су.рӑм,рӑм,0,2,4,med,closed,zheltov
u,у.рӑм.'су.рӑм,'су,1,3,4,med,open,zheltov
ɵ,у.рӑм.'су.рӑм,рӑм,0,4,4,final,closed,zheltov
u,у.рӑм.су.рӑм.'лан,у,0,1,5,initial,open,zheltov
ɵ,у.рӑм.су.рӑм.'лан,рӑм,0,2,5,med,closed,zheltov
u,у.рӑм.су.рӑм.'лан,су,0,3,5,med,open,zheltov
ɵ,у.рӑм.су.рӑм.'лан,рӑм,0,4,5,med,closed,zheltov
a,у.рӑм.су.рӑм.'лан,'лан,1,5,5,final,closed,zheltov
u,'у.рӑх,'у,1,1,2,initial,open,zheltov
ɵ,'у.рӑх,рӑх,0,2,2,final,closed,zheltov
u,у.рӑх.'ла,у,0,1,3,initial,open,zheltov
ɵ,у.рӑх.'ла,рӑх,0,2,3,med,closed,zheltov
a,у.рӑх.'ла,'ла,1,3,3,final,open,zheltov
u,у.рӑх.'лан,у,0,1,3,initial,open,zheltov
ɵ,у.рӑх.'лан,рӑх,0,2,3,med,closed,zheltov
a,у.рӑх.'лан,'лан,1,3,3,final,closed,zheltov
u,у.рӑх.лан.'тар,у,0,1,4,initial,open,zheltov
ɵ,у.рӑх.лан.'тар,рӑх,0,2,4,med,closed,zheltov
a,у.рӑх.лан.'тар,лан,0,3,4,med,closed,zheltov
a,у.рӑх.лан.'тар,'тар,1,4,4,final,closed,zheltov
u,у.рӑх.ла.'ну,у,0,1,4,initial,open,zheltov
ɵ,у.рӑх.ла.'ну,рӑх,0,2,4,med,closed,zheltov
a,у.рӑх.ла.'ну,ла,0,3,4,med,open,zheltov
u,у.рӑх.ла.'ну,'ну,1,4,4,final,open,zheltov
u,у.рӑх.'лат,у,0,1,3,initial,open,zheltov
ɵ,у.рӑх.'лат,рӑх,0,2,3,med,closed,zheltov
a,у.рӑх.'лат,'лат,1,3,3,final,closed,zheltov
u,у.рӑх.лат.'тар,у,0,1,4,initial,open,zheltov
ɵ,у.рӑх.лат.'тар,рӑх,0,2,4,med,closed,zheltov
a,у.рӑх.лат.'тар,лат,0,3,4,med,closed,zheltov
a,у.рӑх.лат.'тар,'тар,1,4,4,final,closed,zheltov
u,у.ре.'ми,у,0,1,3,initial,open,zheltov
e,у.ре.'ми,ре,0,2,3,med,open,zheltov
i,у.ре.'ми,'ми,1,3,3,final,open,zheltov
u,у.рет.'ник,у,0,1,3,initial,open,zheltov
e,у.рет.'ник,рет,0,2,3,med,closed,zheltov
i,у.рет.'ник,'ник,1,3,3,final,closed,zheltov
u,ур.лаҫ.'ҫи,ур,0,1,3,initial,closed,zheltov
a,ур.лаҫ.'ҫи,лаҫ,0,2,3,med,closed,zheltov
i,ур.лаҫ.'ҫи,'ҫи,1,3,3,final,open,zheltov
u,ур.'лав,ур,0,1,2,initial,closed,zheltov
a,ур.'лав,'лав,1,2,2,final,closed,zheltov
u,ур.лаш.'ка,ур,0,1,3,initial,closed,zheltov
a,ур.лаш.'ка,лаш,0,2,3,med,closed,zheltov
a,ур.лаш.'ка,'ка,1,3,3,final,open,zheltov
u,'ур.лӑ,'ур,1,1,2,initial,closed,zheltov
ɵ,'ур.лӑ,лӑ,0,2,2,final,open,zheltov
u,ур.лӑ.'мар.лӑ,ур,0,1,4,initial,closed,zheltov
ɵ,ур.лӑ.'мар.лӑ,лӑ,0,2,4,med,open,zheltov
a,ур.лӑ.'мар.лӑ,'мар,1,3,4,med,closed,zheltov
ɵ,ур.лӑ.'мар.лӑ,лӑ,0,4,4,final,open,zheltov
u,ур.лӑ.'пир.лӗ,ур,0,1,4,initial,closed,zheltov
ɵ,ур.лӑ.'пир.лӗ,лӑ,0,2,4,med,open,zheltov
i,ур.лӑ.'пир.лӗ,'пир,1,3,4,med,closed,zheltov
ø,ур.лӑ.'пир.лӗ,лӗ,0,4,4,final,open,zheltov
